,Unnamed: 0,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Age_Bin,Vehicle_Damage_Age_Interaction,Response
86,313886,1,8.0,0,0,1,152.0,0,0,0
87,241347,1,30.0,0,1,0,31.0,2,0,0
88,140013,1,28.0,0,1,1,26.0,2,2,0
89,284960,1,4.0,1,0,0,152.0,0,0,0
90,215977,1,46.0,1,0,0,152.0,0,0,0
91,93360,1,8.0,0,0,1,152.0,0,0,0
92,377060,1,28.0,0,0,1,26.0,1,1,0
93,229251,1,9.0,0,0,0,152.0,0,0,0
94,342519,1,17.0,1,1,0,152.0,1,0,0
95,282151,1,15.0,0,0,1,160.0,0,0,0
96,90218,1,8.0,0,1,1,26.0,2,2,0
97,54589,1,39.0,0,0,1,152.0,0,0,0
98,171266,1,28.0,0,1,0,124.0,1,0,0
99,260683,1,18.0,0,1,0,124.0,2,0,0
100,122882,1,28.0,0,1,1,26.0,2,2,0
101,379871,1,15.0,1,0,0,152.0,1,0,0
102,2344,1,15.0,0,0,0,152.0,0,0,0
103,177186,1,8.0,1,0,0,152.0,0,0,0
104,28325,1,28.0,1,1,0,26.0,2,0,0
105,169569,1,8.0,1,0,0,152.0,1,0,0
106,30047,1,20.0,1,0,0,152.0,1,0,0
107,61148,1,28.0,0,1,1,26.0,2,2,0
108,199776,1,48.0,1,1,0,124.0,2,0,0
109,43344,1,37.0,0,0,0,152.0,0,0,0
110,232098,1,28.0,0,1,1,158.0,2,2,0
111,776,1,35.0,0,1,0,89.0,2,0,0
112,102615,1,28.0,1,1,0,125.0,2,0,0
113,11070,1,13.0,0,0,1,152.0,0,0,0
114,113523,1,15.0,1,0,1,152.0,0,0,0
115,321672,1,31.0,0,0,1,152.0,0,0,0
116,156233,1,28.0,0,1,1,124.0,2,2,0
117,286375,1,30.0,0,0,1,124.0,1,1,0
118,347267,1,46.0,1,1,0,26.0,2,0,0
119,22963,1,28.0,1,1,0,124.0,1,0,0
120,51405,1,8.0,1,1,0,152.0,2,0,0
121,220785,1,28.0,1,1,0,52.0,2,0,0
122,245445,1,45.0,1,0,0,26.0,0,0,0
123,26600,1,10.0,1,0,0,152.0,0,0,0
124,232410,1,15.0,0,0,1,160.0,0,0,0
125,154507,1,36.0,0,0,0,1.0,1,0,0
126,337465,1,38.0,0,1,1,154.0,2,2,0
127,114882,1,8.0,0,1,1,26.0,2,2,0
128,188096,1,8.0,1,1,0,124.0,2,0,0
129,297773,1,33.0,1,0,0,160.0,0,0,0
130,170540,1,46.0,0,1,1,157.0,1,1,0
131,276132,1,28.0,1,0,0,152.0,0,0,0
132,270140,1,35.0,0,0,1,160.0,0,0,0
133,56736,1,50.0,1,0,0,152.0,0,0,0
134,242500,1,15.0,1,1,0,122.0,2,0,0
135,194045,1,11.0,1,0,0,152.0,0,0,0
136,266723,1,41.0,1,0,0,152.0,0,0,0
137,103053,1,31.0,0,1,0,124.0,2,0,0
138,15027,1,11.0,1,0,0,152.0,0,0,0
139,17477,1,11.0,0,1,1,26.0,2,2,0
140,8098,1,8.0,1,1,1,26.0,2,2,0
141,23972,1,16.0,1,0,0,152.0,0,0,0
142,143237,1,47.0,0,1,1,157.0,2,2,0
143,187960,1,11.0,1,0,0,152.0,0,0,0
144,273905,1,37.0,0,0,1,152.0,0,0,0
145,101432,1,12.0,0,1,1,157.0,0,0,0
146,415,1,43.0,0,0,1,152.0,0,0,0
147,299611,1,3.0,0,0,0,160.0,0,0,0
148,202896,1,28.0,0,1,1,55.0,2,2,0
149,89535,1,3.0,0,1,0,152.0,2,0,0
150,127616,1,8.0,0,1,1,152.0,2,2,0
151,156520,1,7.0,0,1,1,124.0,2,2,0
152,357261,1,20.0,1,1,0,26.0,0,0,0
153,276545,1,28.0,1,1,0,124.0,2,0,0
154,184038,1,8.0,0,1,1,26.0,2,2,0
155,259707,1,33.0,1,0,0,152.0,0,0,0
156,273355,1,28.0,0,1,1,157.0,2,2,0
157,249992,1,6.0,1,0,0,152.0,0,0,0
158,351759,1,28.0,0,1,0,124.0,2,0,0
159,80504,1,41.0,0,1,1,124.0,2,2,0
160,269976,1,41.0,1,0,0,152.0,0,0,0
161,81172,1,28.0,1,1,0,124.0,2,0,0
162,49420,1,28.0,0,0,1,26.0,1,1,0
163,223519,1,28.0,1,1,0,52.0,1,0,0
164,53242,1,8.0,1,0,0,152.0,0,0,0
165,225161,1,39.0,0,1,1,124.0,2,2,0
166,219522,1,30.0,0,1,1,152.0,2,2,0
167,132302,1,28.0,0,0,1,152.0,1,1,0
168,4439,1,46.0,0,1,1,124.0,2,2,0
169,329199,1,43.0,0,1,1,26.0,2,2,0
170,15595,1,39.0,1,1,0,124.0,2,0,0
171,179696,1,28.0,0,1,0,157.0,1,0,0
172,348922,1,6.0,0,1,1,124.0,2,2,0
173,95063,1,29.0,1,0,0,152.0,0,0,0
174,308394,1,46.0,1,0,0,152.0,0,0,0
175,300448,1,17.0,1,0,0,152.0,0,0,0
176,180596,1,11.0,1,0,0,152.0,0,0,0
177,318994,1,8.0,0,1,1,157.0,1,1,0
178,104425,1,50.0,0,0,1,152.0,0,0,0
179,320579,1,8.0,1,1,0,7.0,1,0,0
180,317976,1,15.0,1,0,0,152.0,0,0,0
181,35808,1,10.0,0,0,1,152.0,0,0,0
182,86513,1,35.0,0,1,1,124.0,2,2,0
183,74780,1,21.0,0,0,1,124.0,1,1,0
184,2019,1,11.0,1,0,0,152.0,0,0,0
185,55224,1,11.0,1,0,0,152.0,0,0,0
186,219719,1,46.0,0,0,1,152.0,0,0,0
187,264969,1,15.0,0,0,0,152.0,0,0,0
188,131372,1,30.0,1,1,0,152.0,2,0,0
189,219177,1,8.0,0,0,1,152.0,0,0,0
190,239918,1,29.0,0,1,1,26.0,2,2,0
191,299550,1,10.0,1,0,0,152.0,0,0,0
192,97923,1,41.0,0,0,0,152.0,0,0,0
193,212959,1,50.0,0,0,1,163.0,1,1,0
194,324359,1,36.0,1,0,0,152.0,0,0,0
195,65683,1,0.0,0,1,0,52.0,2,0,0
196,265692,1,28.0,1,1,0,24.0,2,0,0
197,47174,1,28.0,1,1,0,124.0,2,0,0
198,205952,1,28.0,0,2,1,26.0,2,2,0
199,173034,1,46.0,1,0,0,152.0,0,0,0
200,288992,1,28.0,0,1,1,124.0,0,0,0
201,29206,1,27.0,0,0,0,160.0,0,0,0
202,370274,1,8.0,0,0,1,160.0,0,0,0
203,293691,1,25.0,1,0,0,152.0,0,0,0
204,63948,1,28.0,0,1,1,26.0,2,2,0
205,354782,1,45.0,1,0,0,152.0,0,0,0
206,40883,1,28.0,0,1,0,124.0,0,0,0
207,377425,1,35.0,1,0,0,151.0,0,0,0
208,253342,1,17.0,1,0,0,152.0,0,0,0
209,177893,1,8.0,1,1,0,26.0,2,0,0
210,172131,1,33.0,0,1,1,124.0,2,2,0
211,307324,1,50.0,1,0,0,152.0,0,0,0
212,95690,1,28.0,1,0,0,152.0,0,0,0
213,117831,1,1.0,0,1,1,124.0,2,2,0
214,139551,1,33.0,0,1,1,26.0,2,2,0
215,237707,1,8.0,0,0,1,152.0,0,0,0
216,34638,1,2.0,1,0,0,152.0,0,0,0
217,118147,1,50.0,1,1,1,8.0,2,2,0
218,237325,1,43.0,0,0,1,152.0,0,0,0
219,111050,1,41.0,1,0,0,152.0,0,0,0
220,221786,1,29.0,1,0,0,152.0,0,0,0
221,48609,1,28.0,0,0,1,124.0,1,1,0
222,378877,1,35.0,0,1,1,16.0,2,2,0
223,20626,1,28.0,0,0,1,26.0,1,1,0
224,44104,1,46.0,0,0,0,124.0,1,0,0
225,201050,1,5.0,1,1,0,151.0,2,0,0
226,221937,1,47.0,0,1,1,124.0,0,0,0
227,60092,1,30.0,1,1,0,152.0,2,0,0
228,81878,1,43.0,1,0,0,152.0,0,0,0
229,160786,1,28.0,0,1,0,122.0,2,0,0
230,144158,1,14.0,0,1,1,157.0,1,1,0
231,331218,1,28.0,0,1,1,26.0,2,2,0
232,301256,1,25.0,1,0,0,152.0,0,0,0
233,322928,1,40.0,0,0,1,152.0,0,0,0
234,344681,1,34.0,0,0,1,152.0,0,0,0
235,184254,1,28.0,1,1,0,122.0,2,0,0
236,149700,1,43.0,0,1,0,124.0,2,0,0
237,92021,1,15.0,1,1,0,153.0,2,0,0
238,191455,1,19.0,0,0,1,152.0,0,0,0
239,5103,1,8.0,0,0,1,160.0,0,0,0
240,157481,1,33.0,1,0,0,152.0,1,0,0
241,103375,1,28.0,1,0,0,152.0,1,0,0
242,173188,1,28.0,0,1,0,26.0,2,0,0
243,258842,1,1.0,1,0,0,152.0,0,0,0
244,113313,1,48.0,0,1,1,124.0,2,2,0
245,262706,1,16.0,1,0,0,152.0,0,0,0
246,328601,1,46.0,0,1,1,124.0,2,2,0
247,35911,1,28.0,0,2,1,26.0,2,2,0
248,347345,1,8.0,1,1,0,124.0,2,0,0
249,106724,1,6.0,0,0,1,152.0,0,0,0
250,39079,1,30.0,1,0,0,152.0,1,0,0
251,93273,1,48.0,0,1,1,124.0,2,2,0
252,211497,1,46.0,0,1,0,157.0,2,0,0
253,363957,1,6.0,1,0,0,152.0,0,0,0
254,50810,1,47.0,1,0,0,26.0,0,0,0
255,153357,1,24.0,0,1,1,155.0,1,1,0
256,200634,1,2.0,1,0,0,152.0,0,0,0
257,363064,1,36.0,1,0,0,152.0,0,0,0
258,188638,1,14.0,1,0,0,152.0,0,0,0
259,358390,1,28.0,0,1,1,26.0,2,2,0
260,76082,1,46.0,0,1,0,124.0,2,0,0
261,166579,1,15.0,0,0,1,152.0,0,0,0
262,124762,1,41.0,1,0,0,152.0,0,0,0
263,116235,1,35.0,1,0,0,152.0,0,0,0
264,162785,1,22.0,1,0,0,152.0,0,0,0
265,173768,1,8.0,1,0,0,152.0,0,0,0
266,15857,1,28.0,0,1,0,26.0,1,0,0
267,346388,1,15.0,1,0,0,152.0,0,0,0
268,14239,1,8.0,0,1,1,26.0,2,2,0
269,356857,1,28.0,0,1,1,124.0,2,2,0
270,213146,1,1.0,0,1,1,124.0,2,2,0
271,198401,1,48.0,0,1,1,26.0,2,2,0
272,262516,1,28.0,1,1,0,26.0,2,0,0
273,77268,1,30.0,1,0,0,152.0,0,0,0
274,308411,1,28.0,0,1,1,26.0,1,1,0
275,246194,1,28.0,1,1,1,124.0,2,2,0
276,71567,1,39.0,0,2,1,124.0,2,2,0
277,266737,1,28.0,0,1,1,26.0,2,2,0
278,347013,1,28.0,1,1,0,29.0,2,0,0
279,220281,1,47.0,0,0,1,160.0,0,0,0
280,199523,1,8.0,0,1,0,124.0,2,0,0
281,359720,1,3.0,1,0,0,152.0,0,0,0
282,146091,1,45.0,1,0,0,152.0,0,0,0
283,4154,1,29.0,1,1,0,152.0,1,0,0
284,243518,1,8.0,1,0,0,152.0,0,0,0
285,34843,1,28.0,0,1,1,13.0,2,2,0
286,133783,1,9.0,1,0,0,152.0,0,0,0
287,274812,1,41.0,1,0,0,152.0,0,0,0
288,317914,1,15.0,0,1,1,26.0,2,2,0
289,265082,1,29.0,0,1,1,124.0,2,2,0
290,371548,1,15.0,0,0,1,151.0,1,1,0
291,254271,1,9.0,1,0,0,152.0,0,0,0
292,379217,1,33.0,1,1,0,124.0,2,0,0
293,205002,1,32.0,1,0,0,152.0,1,0,0
294,144414,1,8.0,0,0,1,152.0,0,0,0
295,91921,1,47.0,0,1,1,124.0,1,1,0
296,293513,1,28.0,0,0,0,152.0,0,0,0
297,350683,1,41.0,0,1,0,122.0,1,0,0
298,117809,1,28.0,0,2,1,122.0,2,2,0
299,244119,1,30.0,1,0,0,152.0,0,0,0
300,63244,1,30.0,1,0,0,152.0,0,0,0
301,291162,1,28.0,1,0,0,152.0,0,0,0
302,60703,1,18.0,1,1,0,124.0,2,0,0
303,74116,1,3.0,1,0,0,152.0,0,0,0
304,340064,1,11.0,1,1,0,26.0,2,0,0
305,215150,1,16.0,1,0,0,152.0,1,0,0
306,215680,1,8.0,1,0,0,152.0,1,0,0
307,75579,1,2.0,0,1,1,124.0,2,2,0
308,264301,1,46.0,1,1,0,94.0,2,0,0
309,173178,1,50.0,0,0,1,152.0,0,0,0
310,287879,1,28.0,1,1,0,26.0,2,0,0
311,46563,1,30.0,0,1,1,26.0,2,2,0
312,196943,1,8.0,0,1,1,26.0,2,2,0
313,246797,1,30.0,1,0,0,152.0,0,0,0
314,43272,1,28.0,0,1,1,124.0,2,2,0
315,77682,1,28.0,0,0,1,152.0,0,0,0
316,375053,1,41.0,1,0,0,151.0,0,0,0
317,268607,1,50.0,1,0,0,152.0,0,0,0
318,246964,1,29.0,1,1,0,122.0,2,0,0
319,135707,1,41.0,1,0,0,152.0,0,0,0
320,88137,1,28.0,0,0,1,163.0,0,0,0
321,162164,1,28.0,0,1,0,124.0,2,0,0
322,304931,1,28.0,1,1,0,124.0,2,0,0
323,207779,1,50.0,1,0,0,152.0,0,0,0
324,52510,1,28.0,1,1,0,26.0,2,0,0
325,117111,1,33.0,1,0,0,152.0,0,0,0
326,245189,1,41.0,1,1,0,152.0,1,0,0
327,27791,1,28.0,0,0,0,124.0,1,0,0
328,271579,1,46.0,0,1,1,26.0,2,2,0
329,298719,1,28.0,0,1,1,122.0,2,2,0
330,271325,1,8.0,1,0,0,152.0,1,0,0
331,93940,1,3.0,0,1,0,124.0,1,0,0
332,212183,1,15.0,1,0,0,152.0,1,0,0
333,349627,1,46.0,0,1,1,11.0,2,2,0
334,82623,1,28.0,0,1,1,124.0,1,1,0
335,257302,1,8.0,1,0,0,152.0,0,0,0
336,269257,1,21.0,1,0,0,152.0,0,0,0
337,47499,1,50.0,0,1,1,8.0,2,2,0
338,46546,1,28.0,1,0,0,152.0,0,0,0
339,307764,1,28.0,1,1,0,124.0,1,0,0
340,127593,1,1.0,1,1,0,124.0,2,0,0
341,15255,1,34.0,1,0,0,152.0,0,0,0
342,339211,1,28.0,1,0,0,152.0,1,0,0
343,80341,1,46.0,1,1,1,26.0,1,1,0
344,137475,1,8.0,1,1,0,26.0,2,0,0
345,56894,1,41.0,1,1,0,152.0,1,0,0
346,127577,1,11.0,1,0,0,152.0,1,0,0
347,246355,1,43.0,0,1,1,124.0,2,2,0
348,115581,1,17.0,1,0,0,152.0,0,0,0
349,370199,1,45.0,0,0,1,152.0,0,0,0
350,85668,1,8.0,1,0,0,152.0,0,0,0
351,375125,1,39.0,1,0,0,152.0,0,0,0
352,158336,1,12.0,1,0,0,152.0,0,0,0
353,46118,1,28.0,1,0,0,152.0,0,0,0
354,279647,1,41.0,1,0,0,152.0,0,0,0
355,375130,1,41.0,1,0,0,152.0,0,0,0
356,196175,1,29.0,1,0,0,152.0,0,0,0
357,40241,1,28.0,0,1,0,124.0,2,0,0
358,116400,1,46.0,0,0,1,152.0,0,0,0
359,372198,1,39.0,1,0,0,152.0,0,0,0
360,158699,1,28.0,0,1,1,26.0,2,2,0
361,366100,1,28.0,1,0,0,152.0,0,0,0
362,282307,1,50.0,1,0,0,152.0,0,0,0
363,71265,1,3.0,0,1,1,124.0,1,1,0
364,257628,1,11.0,1,0,0,160.0,0,0,0
365,70399,1,8.0,1,1,0,26.0,2,0,0
366,318728,1,41.0,1,0,0,152.0,0,0,0
367,197569,1,28.0,1,0,0,152.0,1,0,0
368,68147,1,48.0,1,1,0,124.0,2,0,0
369,235280,1,28.0,1,0,0,152.0,0,0,0
370,106818,1,10.0,0,1,1,124.0,2,2,0
371,78980,1,8.0,1,1,0,7.0,2,0,0
372,197135,1,28.0,1,1,0,25.0,2,0,0
373,157247,1,8.0,1,0,0,152.0,0,0,0
374,12959,1,16.0,0,0,1,152.0,0,0,0
375,14442,1,48.0,0,1,1,154.0,2,2,0
376,378537,1,50.0,1,0,0,152.0,0,0,0
377,362075,1,35.0,1,0,0,152.0,0,0,0
378,71393,1,3.0,1,1,0,44.0,2,0,0
379,292816,1,8.0,1,1,0,124.0,1,0,0
380,231416,1,37.0,0,0,1,151.0,0,0,0
381,229104,1,14.0,1,1,0,26.0,2,0,0
382,8184,1,8.0,0,0,1,124.0,0,0,0
383,55165,1,30.0,1,0,0,152.0,0,0,0
384,317994,1,48.0,0,2,1,124.0,2,2,0
385,212351,1,13.0,0,0,1,160.0,0,0,0
386,268961,1,29.0,0,1,1,157.0,2,2,0
387,32552,1,7.0,1,0,0,152.0,0,0,0
388,312054,1,50.0,1,0,0,152.0,0,0,0
389,178467,1,50.0,1,0,0,152.0,0,0,0
390,237620,1,13.0,0,1,1,124.0,2,2,0
391,169313,1,11.0,0,0,1,152.0,1,1,0
392,232520,1,8.0,0,1,1,26.0,2,2,0
393,36999,1,28.0,0,1,1,124.0,2,2,0
394,74140,1,4.0,1,1,1,156.0,2,2,0
395,64068,1,18.0,1,1,0,26.0,0,0,0
396,128553,1,29.0,1,0,0,152.0,0,0,0
397,26675,1,35.0,1,0,0,152.0,0,0,0
398,184406,1,11.0,1,0,0,152.0,1,0,0
399,89546,1,11.0,1,0,0,152.0,0,0,0
400,66113,1,50.0,1,0,0,152.0,0,0,0
401,340300,1,46.0,1,0,1,152.0,0,0,0
402,9182,1,41.0,1,0,0,152.0,0,0,0
403,115591,1,46.0,1,1,0,124.0,2,0,0
404,75601,1,20.0,0,1,1,124.0,2,2,0
405,242241,1,4.0,0,1,1,26.0,2,2,0
406,178713,1,13.0,1,0,0,151.0,0,0,0
407,333236,1,3.0,0,0,0,160.0,0,0,0
408,269238,1,10.0,1,1,0,152.0,2,0,0
409,115298,1,48.0,1,1,0,26.0,2,0,0
410,231453,1,12.0,0,1,1,156.0,1,1,0
411,4832,1,28.0,0,1,0,122.0,1,0,0
412,87355,1,18.0,1,0,0,153.0,0,0,0
413,283086,1,10.0,1,0,0,152.0,0,0,0
414,129949,1,15.0,0,1,1,157.0,2,2,0
415,136678,1,29.0,1,1,0,152.0,2,0,0
416,222607,1,46.0,0,0,0,1.0,0,0,0
417,278617,1,36.0,0,1,1,156.0,2,2,0
418,76929,1,28.0,1,1,0,26.0,2,0,0
419,292093,1,17.0,0,0,1,1.0,2,2,0
420,32748,1,46.0,1,0,0,160.0,0,0,0
421,123755,1,28.0,0,1,1,152.0,1,1,0
422,60290,1,3.0,0,1,1,124.0,1,1,0
423,120238,1,12.0,1,0,0,160.0,0,0,0
424,228710,1,26.0,0,1,1,26.0,2,2,0
425,298063,1,10.0,1,0,0,152.0,0,0,0
426,333677,1,13.0,1,0,0,152.0,0,0,0
427,134877,1,18.0,0,2,1,26.0,1,1,0
428,255046,1,31.0,0,1,1,124.0,1,1,0
429,301039,1,35.0,1,1,0,152.0,1,0,0
430,170876,1,3.0,0,1,1,26.0,2,2,0
431,193548,1,8.0,0,0,1,152.0,0,0,0
432,18966,1,12.0,1,0,0,160.0,0,0,0
433,155051,1,41.0,0,0,1,152.0,0,0,0
434,327740,1,47.0,0,0,1,152.0,0,0,0
435,173827,1,33.0,0,0,0,152.0,0,0,0
436,112437,1,28.0,1,0,0,160.0,1,0,0
437,81954,1,46.0,0,0,1,152.0,0,0,0
438,171618,1,8.0,1,0,0,160.0,0,0,0
439,194316,1,28.0,0,1,1,124.0,1,1,0
440,262225,1,3.0,0,1,1,26.0,1,1,0
441,244110,1,48.0,0,1,1,124.0,2,2,0
442,10718,1,35.0,1,0,0,160.0,0,0,0
443,90695,1,46.0,1,0,0,152.0,0,0,0
444,380634,1,31.0,1,0,0,26.0,1,0,0
445,264674,1,50.0,1,0,0,152.0,1,0,0
446,176281,1,28.0,0,2,1,13.0,2,2,0
447,248654,1,29.0,0,1,0,124.0,2,0,0
448,69452,1,6.0,1,0,0,152.0,1,0,0
449,308950,1,8.0,1,1,0,26.0,2,0,0
450,17152,1,29.0,1,1,0,26.0,2,0,0
451,205372,1,27.0,1,0,0,152.0,0,0,0
452,246837,1,8.0,1,0,0,152.0,0,0,0
453,313457,1,28.0,1,1,0,26.0,2,0,0
454,66293,1,6.0,1,1,0,26.0,2,0,0
455,30885,1,28.0,1,1,0,24.0,2,0,0
456,22709,1,28.0,1,0,0,152.0,0,0,0
457,93113,1,28.0,0,0,1,152.0,0,0,0
458,25484,1,13.0,1,0,0,152.0,0,0,0
459,287542,1,11.0,1,0,0,152.0,1,0,0
460,298917,1,18.0,0,1,1,26.0,2,2,0
461,243805,1,15.0,0,2,1,14.0,2,2,0
462,10106,1,28.0,0,0,0,152.0,0,0,0
463,349349,1,42.0,1,0,0,154.0,0,0,0
464,334305,1,46.0,1,1,0,122.0,2,0,0
465,222611,1,7.0,1,0,0,152.0,1,0,0
466,279235,1,39.0,1,1,0,124.0,2,0,0
467,117925,1,28.0,1,1,0,55.0,2,0,0
468,291426,1,8.0,1,1,0,7.0,1,0,0
469,132090,1,41.0,0,0,1,124.0,1,1,0
470,318013,1,28.0,0,1,1,155.0,1,1,0
471,248544,1,48.0,0,2,1,124.0,2,2,0
472,331364,1,28.0,1,1,0,160.0,1,0,0
473,364188,1,28.0,1,1,0,26.0,2,0,0
474,236031,1,17.0,1,0,0,152.0,0,0,0
475,81392,1,48.0,0,1,1,15.0,2,2,0
476,347881,1,30.0,1,0,0,152.0,0,0,0
477,165987,1,28.0,0,0,1,156.0,0,0,0
478,30507,1,29.0,0,0,1,152.0,1,1,0
479,23028,1,28.0,0,0,1,156.0,1,1,0
480,348846,1,8.0,1,0,0,152.0,0,0,0
481,17296,1,28.0,1,1,0,26.0,2,0,0
482,116170,1,30.0,0,0,0,1.0,1,0,0
483,216887,1,43.0,0,0,1,152.0,0,0,0
484,225836,1,6.0,0,0,1,152.0,0,0,0
485,1033,1,28.0,1,0,0,152.0,0,0,0
486,246011,1,18.0,1,0,0,152.0,0,0,0
487,74265,1,28.0,0,1,1,25.0,2,2,0
488,267393,1,43.0,0,1,1,26.0,2,2,0
489,375661,1,30.0,1,0,0,152.0,0,0,0
490,379858,1,4.0,0,1,1,156.0,1,1,0
491,107629,1,36.0,1,0,0,152.0,0,0,0
492,287009,1,42.0,0,0,1,160.0,0,0,0
493,158464,1,15.0,0,2,1,156.0,2,2,0
494,277626,1,40.0,0,1,1,124.0,2,2,0
495,106969,1,43.0,1,0,0,160.0,0,0,0
496,98583,1,28.0,1,1,0,26.0,2,0,0
497,333719,1,28.0,1,1,0,122.0,1,0,0
498,56116,1,50.0,1,1,1,124.0,2,2,0
499,296170,1,41.0,1,0,0,152.0,0,0,0
500,160189,1,48.0,1,1,0,26.0,2,0,0
501,61853,1,28.0,0,1,0,29.0,2,0,0
502,156703,1,11.0,1,1,0,152.0,2,0,0
503,164499,1,50.0,0,1,0,26.0,2,0,0
504,137725,1,3.0,0,1,1,152.0,1,1,0
505,99375,1,50.0,1,0,0,152.0,0,0,0
506,100905,1,8.0,1,1,0,152.0,1,0,0
507,349443,1,29.0,1,0,0,152.0,0,0,0
508,183894,1,8.0,1,1,0,124.0,2,0,0
509,126678,1,41.0,1,1,0,124.0,2,0,0
510,368121,1,40.0,0,0,1,152.0,0,0,0
511,138525,1,41.0,0,1,1,124.0,2,2,0
